,Final_year,Final_month,Final_day
2949,1983,3,10
2950,1983,0,19
2951,1983,2,20
2952,1983,1,24
2953,1983,1,15
2954,1983,1,10
2955,1983,1,8
2956,1983,0,19
2957,1983,0,19
2958,1983,0,19
2959,1982,0,19
2960,1982,10,13
2961,1982,9,30
2962,1982,9,30
2963,1982,9,27
2964,1982,9,25
2965,1982,9,19
2966,1982,9,4
2967,1982,8,29
2968,1982,8,29
2969,1982,8,29
2970,1982,0,19
2971,1982,7,31
2972,1982,7,24
2973,1982,7,24
2974,1982,7,19
2975,1982,7,11
2976,1982,7,1
2977,1982,0,19
2978,1982,6,29
2979,1982,6,26
2980,1982,6,26
2981,1982,6,25
2982,1982,6,13
2983,1982,0,19
2984,1982,3,10
2985,1982,3,7
2986,1982,0,19
2987,1982,2,28
2988,1982,2,27
2989,1982,2,17
2990,1982,2,14
2991,1982,2,14
2992,1982,2,13
2993,1982,2,7
2994,1982,2,7
2995,1982,1,29
2996,1982,0,19
2997,1982,0,19
2998,1982,0,19
2999,1981,12,19
3000,1981,12,13
3001,1981,12,13
3002,1981,11,30
3003,1981,10,19
3004,1981,11,9
3005,1981,10,19
3006,1981,10,17
3007,1981,10,16
3008,1981,10,1
3009,1981,9,28
3010,1981,9,27
3011,1981,9,15
3012,1981,9,3
3013,1981,9,3
3014,1981,8,29
3015,1981,8,24
3016,1981,8,24
3017,1981,8,10
3018,1981,8,10
3019,1981,8,7
3020,1981,7,20
3021,1981,7,18
3022,1981,7,7
3023,1981,7,1
3024,1981,6,15
3025,1981,6,12
3026,1981,5,24
3027,1981,5,23
3028,1981,5,20
3029,1981,5,19
3030,1981,5,16
3031,1981,5,10
3032,1981,5,7
3033,1981,3,8
3034,1981,5,5
3035,1981,3,25
3036,1981,3,24
3037,1981,3,4
3038,1981,0,19
3039,1981,2,19
3040,1981,2,16
3041,1981,2,7
3042,1981,2,2
3043,1981,0,19
3044,1981,1,30
3045,1981,1,1
3046,1981,0,19
3047,1981,0,19
3048,1980,0,12
3049,1980,12,26
3050,1980,11,24
3051,1980,11,18
3052,1980,11,17
3053,1980,11,11
3054,1980,10,27
3055,1980,10,17
3056,1980,8,22
3057,1980,8,10
3058,1980,8,4
3059,1980,7,26
3060,1980,7,27
3061,1980,7,23
3062,1980,0,19
3063,1980,0,19
3064,1980,6,26
3065,1980,5,15
3066,1980,4,25
3067,1980,4,22
3068,1980,0,19
3069,1980,3,29
3070,1980,3,28
3071,1980,3,15
3072,1980,3,11
3073,1980,1,31
3074,1980,1,25
3075,1980,1,15
3076,1980,1,13
3077,1980,1,10
3078,1980,1,5
3079,1980,0,19
3080,1980,0,19
3081,1980,0,19
3082,1980,0,19
3083,1979,12,21
3084,1979,12,5
3085,1979,12,1
3086,1979,11,27
3087,1979,11,12
3088,1979,10,22
3089,1979,9,14
3090,1979,8,28
3091,1979,8,26
3092,1979,8,5
3093,1979,8,3
3094,1979,6,19
3095,1979,5,27
3096,1979,0,5
3097,1979,5,3
3098,1979,0,19
3099,1979,0,19
3100,1979,4,8
3101,1979,4,8
3102,1979,3,24
3103,1979,3,11
3104,1979,3,1
3105,1979,0,19
3106,1979,2,21
3107,1979,0,19
3108,1978,12,29
3109,1978,12,12
3110,1978,11,26
3111,1978,11,23
3112,1978,10,21
3113,1978,9,27
3114,1978,9,16
3115,1978,9,2
3116,1978,8,5
3117,1978,8,1
3118,1978,7,27
3119,1978,7,19
3120,1978,6,21
3121,1978,6,21
3122,1978,6,7
3123,1978,4,2
3124,1978,4,2
3125,1978,0,19
3126,1978,3,5
3127,1978,2,28
3128,1978,2,19
3129,1978,1,7
3130,1978,1,6
3131,1978,0,19
3132,1978,0,19
3133,1977,12,31
3134,1977,12,19
3135,1977,12,19
3136,1977,0,19
3137,1977,11,12
3138,1977,10,30
3139,1977,8,31
3140,1977,8,23
3141,1977,8,19
3142,1977,8,14
3143,1977,8,5
3144,1977,7,2
3145,1977,6,26
3146,1977,6,6
3147,1977,5,26
3148,1977,5,16
3149,1977,4,26
3150,1977,4,21
3151,1977,3,17
3152,1977,3,13
3153,1977,3,13
3154,1977,3,13
3155,1977,2,26
3156,1977,2,4
3157,1977,0,19
3158,1977,0,19
3159,1976,12,29
3160,1976,12,18
3161,1976,11,27
3162,1976,11,26
3163,1976,11,25
3164,1976,11,23
3165,1976,0,19
3166,1976,10,27
3167,1976,10,18
3168,1976,10,6
3169,1976,9,22
3170,1976,9,19
3171,1976,9,17
3172,1976,9,12
3173,1976,9,12
3174,1976,9,6
3175,1976,8,26
3176,1976,8,24
3177,1976,7,24
3178,1976,7,21
3179,1976,7,16
3180,1976,7,12
3181,1976,6,23
3182,1976,6,10
3183,1976,6,2
3184,1976,6,1
3185,1976,5,2
3186,1976,4,28
3187,1976,3,12
3188,1976,3,12
3189,1976,3,9
3190,1976,3,2
3191,1976,2,3
3192,1976,1,13
3193,1976,1,12
3194,1976,1,11
3195,1976,1,8
3196,1976,1,2
3197,1976,0,19
3198,1975,12,29
3199,1975,12,6
3200,1975,12,2
3201,1975,11,19
3202,1975,11,19
3203,1975,11,7
3204,1975,11,2
3205,1975,10,21
3206,1975,10,12
3207,1975,10,4
3208,1975,0,19
3209,1975,8,17
3210,1975,8,12
3211,1975,8,9
3212,1975,8,4
3213,1975,7,30
3214,1975,7,30
3215,1975,7,26
3216,1975,7,26
3217,1975,7,23
3218,1975,7,19
3219,1975,7,15
3220,1975,0,19
3221,1975,7,4
3222,1975,6,23
3223,1975,6,23
3224,1975,6,15
3225,1975,6,2
3226,1975,0,19
3227,1975,5,25
3228,1975,0,20
3229,1975,4,25
3230,1975,4,18
3231,1975,4,5
3232,1975,3,29
3233,1975,3,18
3234,1975,3,16
3235,1975,3,13
3236,1975,3,9
3237,1975,0,19
3238,1975,2,23
3239,1975,2,14
3240,1975,2,10
3241,1975,2,9
3242,1975,2,7
3243,1975,2,1
3244,1975,1,19
3245,1975,0,19
3246,1975,0,19
3247,1974,12,12
3248,1974,11,1
3249,1974,9,28
3250,1974,9,14
3251,1974,9,7
3252,1974,9,2
3253,1974,9,2
3254,1974,9,1
3255,1974,0,19
3256,1974,8,23
3257,1974,8,16
3258,1974,8,16
3259,1974,8,16
3260,1974,8,10
3261,1974,8,5
3262,1974,7,26
3263,1974,7,20
3264,1974,7,2
3265,1974,6,20
3266,1974,5,26
3267,1974,4,25
3268,1974,4,20
3269,1974,4,14
3270,1974,4,12
3271,1974,4,4
3272,1974,3,21
3273,1974,0,19
3274,1974,2,13
3275,1974,2,13
3276,1974,0,19
3277,1974,0,19
3278,1974,1,13
3279,1974,1,9
3280,1974,1,7
3281,1974,1,7
3282,1974,1,7
3283,1974,0,19
3284,1974,0,19
3285,1973,12,25
3286,1973,12,21
3287,1973,12,18
3288,1973,12,18
3289,1973,0,19
3290,1973,11,25
3291,1973,11,24
3292,1973,11,3
3293,1973,9,29
3294,1973,9,14
3295,1973,9,10
3296,1973,9,9
3297,1973,0,19
3298,1973,8,27
3299,1973,8,25
3300,1973,8,16
3301,1973,6,13
3302,1973,4,4
3303,1973,3,26
3304,1973,3,5
3305,1973,0,19
3306,1973,2,27
3307,1973,1,21
3308,1973,1,9
3309,1973,0,19
3310,1973,0,19
3311,1973,0,19
3312,1972,12,31
3313,1972,12,26
3314,1972,12,25
3315,1972,12,24
3316,1972,12,21
3317,1972,12,8
3318,1972,12,1
3319,1972,10,21
3320,1972,10,21
3321,1972,10,14
3322,1972,10,14
3323,1972,10,10
3324,1972,9,9
3325,1972,9,4
3326,1972,8,29
3327,1972,8,17
3328,1972,8,8
3329,1972,7,5
3330,1972,6,26
3331,1972,6,26
3332,1972,6,10
3333,1972,5,28
3334,1972,5,6
3335,1972,4,16
3336,1972,4,1
3337,1972,4,1
3338,1972,3,21
3339,1972,3,16
3340,1972,2,20
3341,1972,2,12
3342,1972,1,1
3343,1971,1,1
3344,1971,1,1
3345,1972,0,19
3346,1972,0,19
3347,1971,12,23
3348,1971,12,16
3349,1971,12,5
3350,1971,11,25
3351,1971,10,27
3352,1971,10,23
3353,1971,10,14
3354,1971,10,2
3355,1971,9,25
3356,1971,9,7
3357,1971,9,5
3358,1971,8,21
3359,1971,7,26
3360,1971,7,19
3361,1971,6,30
3362,1971,6,1
3363,1971,4,16
3364,1971,4,11
3365,1971,0,19
3366,1971,0,19
3367,1971,0,19
3368,1971,0,19
3369,1971,3,30
3370,1971,1,2
3371,1971,0,19
3372,1971,0,19
3373,1971,0,19
3374,1970,12,17
3375,1970,12,13
3376,1970,12,7
3377,1970,12,3
3378,1970,0,19
3379,1970,10,24
3380,1970,0,19
3381,1970,9,28
3382,1970,9,13
3383,1970,9,5
3384,1970,9,2
3385,1970,0,19
3386,1970,0,19
3387,1970,8,2
3388,1970,0,19
3389,1970,6,22
3390,1970,6,15
3391,1970,6,13
3392,1970,6,13
3393,1970,0,19
3394,1970,0,19
3395,1970,0,19
3396,1970,0,19
3397,1970,3,31
3398,1970,3,23
3399,1970,0,19
3400,1970,1,23
3401,1970,1,23
3402,1970,1,23
3403,1970,1,23
3404,1970,1,16
3405,1970,1,10
3406,1970,1,9
3407,1970,0,19
3408,1970,0,19
3409,1970,0,19
3410,1970,0,19
3411,1970,0,19
3412,1970,0,19
3413,1970,0,19
3414,1970,0,19
3415,1970,0,19
3416,1969,11,30
3417,1969,11,11
3418,1969,11,5
3419,1969,10,14
3420,1969,9,6
3421,1969,8,29
3422,1969,8,22
3423,1969,8,2
3424,1969,8,2
3425,1969,0,19
3426,1969,7,27
3427,1969,7,22
3428,1969,7,20
3429,1969,6,27
3430,1969,6,12
3431,1969,0,19
3432,1969,5,25
3433,1969,5,24
3434,1969,5,22
3435,1969,5,14
3436,1969,4,22
3437,1969,8,19
3438,1969,3,25
3439,1969,3,9
3440,1969,2,17
3441,1969,0,19
3442,1969,1,27
3443,1969,0,19
3444,1969,0,19
3445,1968,12,29
3446,1968,12,26
3447,1968,12,25
3448,1968,12,9
3449,1968,12,2
3450,1968,0,19
3451,1968,11,6
3452,1968,11,4
3453,1968,11,2
3454,1968,10,29
3455,1968,10,13
3456,1968,10,10
3457,1968,9,22
3458,1968,9,15
3459,1968,8,24
3460,1968,8,21
3461,1968,8,13
3462,1968,8,11
3463,1968,8,8
3464,1968,7,27
3465,1968,7,23
3466,1968,7,16
3467,1968,7,10
3468,1968,0,19
3469,1968,6,25
3470,1968,6,9
3471,1968,0,19
3472,1968,5,18
3473,1968,0,19
3474,1968,4,29
3475,1968,4,20
3476,1968,4,15
3477,1968,4,11
3478,1968,4,7
3479,1968,3,25
3480,1968,3,10
3481,1968,0,19
3482,1968,2,26
3483,1968,2,20
3484,1968,2,18
3485,1968,2,4
3486,1968,2,2
3487,1968,0,19
3488,1968,1,17
3489,1968,0,19
3490,1968,0,19
3491,1968,0,19
3492,1967,12,30
3493,1967,12,21
3494,1967,12,18
3495,1967,12,17
3496,1967,12,14
3497,1967,11,30
3498,1967,11,30
3499,1967,11,15
3500,1967,11,4
3501,1967,0,19
3502,1967,10,26
3503,1967,10,17
3504,1967,0,19
3505,1967,9,20
3506,1967,9,13
3507,1967,9,7
3508,1967,9,7
3509,1967,9,6
3510,1967,9,1
3511,1967,8,27
3512,1967,8,26
3513,1967,8,25
3514,1967,8,19
3515,1967,8,15
3516,1967,8,14
3517,1967,8,10
3518,1967,8,7
3519,1967,0,19
3520,1967,0,19
3521,1967,7,29
3522,1967,7,5
3523,1967,0,19
3524,1967,6,13
3525,1967,0,19
3526,1967,5,13
3527,1967,5,9
3528,1967,0,19
3529,1967,3,20
3530,1967,3,19
3531,1967,3,12
3532,1967,3,10
3533,1967,3,9
3534,1967,3,1
3535,1967,2,6
3536,1967,1,27
3537,1967,1,22
3538,1967,1,21
3539,1967,1,6
3540,1966,12,31
3541,1966,12,27
3542,1966,12,27
3543,1966,12,26
3544,1966,12,26
3545,1966,11,14
3546,1966,0,19
3547,1966,10,30
3548,1966,10,19
3549,1966,9,27
3550,1966,9,19
3551,1966,9,18
3552,1966,9,13
3553,1966,9,10
3554,1966,0,19
3555,1966,0,19
3556,1966,8,28
3557,1966,8,27
3558,1966,8,27
3559,1966,8,23
3560,1966,8,23
3561,1966,8,16
3562,1966,8,14
3563,1966,8,13
3564,1966,0,19
3565,1966,0,19
3566,1966,7,31
3567,1966,7,19
3568,1966,7,17
3569,1966,7,17
3570,1966,7,14
3571,1966,7,3
3572,1966,7,2
3573,1966,6,22
3574,1966,6,11
3575,1966,6,4
3576,1966,6,2
3577,1966,5,20
3578,1966,5,20
3579,1966,5,20
3580,1966,5,16
3581,1966,5,16
3582,1966,4,8
3583,1966,0,19
3584,1966,3,20
3585,1966,3,14
3586,1966,2,27
3587,1966,1,29
3588,1966,1,25
3589,1966,1,22
3590,1966,1,15
3591,1966,1,14
3592,1966,1,11
3593,1966,1,10
3594,1966,1,9
3595,1966,1,8
3596,1966,1,5
3597,1996,0,19
3598,1965,12,28
3599,1965,12,19
3600,1965,12,10
3601,1965,11,21
3602,1965,11,21
3603,1965,11,3
3604,1965,11,3
3605,1965,10,21
3606,1965,10,16
3607,1965,10,16
3608,1965,10,10
3609,1965,0,19
3610,1965,9,21
3611,1965,9,12
3612,1965,9,8
3613,1965,8,30
3614,1965,8,26
3615,1964,7,30
3616,1965,7,26
3617,1965,7,2
3618,1965,6,19
3619,1965,6,18
3620,1965,6,9
3621,1965,0,19
3622,1965,0,19
3623,1965,5,29
3624,1965,5,28
3625,1965,0,19
3626,1965,0,19
3627,1965,0,19
3628,1965,4,29
3629,1965,4,25
3630,1965,4,10
3631,1965,4,4
3632,1965,4,4
3633,1965,3,23
3634,1965,3,14
3635,1965,2,14
3636,1965,2,4
3637,1965,1,25
3638,1965,1,23
3639,1965,1,16
3640,1965,1,10
3641,1965,1,9
3642,1965,0,19
3643,1965,0,19
3644,1965,0,19
3645,1965,0,19
3646,1965,0,19
3647,1965,0,19
3648,1965,0,19
3649,1964,12,25
3650,1964,12,10
3651,1964,12,10
3652,1964,12,9
3653,1964,12,6
3654,1964,11,29
3655,1964,11,18
3656,1964,11,13
3657,1964,11,5
3658,1964,10,31
3659,1964,10,25
3660,1964,10,4
3661,1964,9,27
3662,1964,9,20
3663,1964,9,7
3664,1964,8,26
3665,1964,8,23
3666,1964,8,22
3667,1964,8,21
3668,1964,8,8
3669,1964,8,3
3670,1964,0,19
3671,1964,7,27
3672,1964,7,16
3673,1964,7,15
3674,1964,7,10
3675,1964,7,8
3676,1964,0,19
3677,1964,0,19
3678,1964,6,29
3679,1964,6,28
3680,1964,6,24
3681,1964,6,17
3682,1964,6,23
3683,1964,6,2
3684,1964,5,30
3685,1964,5,8
3686,1964,0,19
3687,1964,4,7
3688,1964,3,28
3689,1964,3,28
3690,1964,3,5
3691,1964,0,19
3692,1964,2,17
3693,1964,2,14
3694,1964,2,14
3695,1964,2,11
3696,1964,2,10
3697,1954,2,8
3698,1964,2,5
3699,1964,2,5
3700,1964,2,2
3701,1964,2,1
3702,1964,0,19
3703,1964,0,19
3704,1964,1,27
3705,1964,1,23
3706,1964,1,22
3707,1964,1,21
3708,1964,1,18
3709,1964,1,11
3710,1964,1,6
3711,1964,1,4
3712,1964,1,1
3713,1964,1,1
3714,1964,0,19
3715,1963,12,29
3716,1963,12,26
3717,1963,12,26
3718,1963,12,25
3719,1963,12,22
3720,1963,12,22
3721,1963,12,21
3722,1963,12,20
3723,1963,12,20
3724,1963,12,8
3725,1963,12,4
3726,1963,11,30
3727,1963,11,30
3728,1963,11,28
3729,1963,11,25
3730,1963,11,16
3731,1963,11,14
3732,1963,11,12
3733,1963,11,5
3734,1963,11,4
3735,1963,10,16
3736,1963,10,15
3737,1963,9,29
3738,1963,9,26
3739,1963,9,22
3740,1963,9,13
3741,1963,9,10
3742,1963,0,19
3743,1963,7,28
3744,1963,7,15
3745,1963,7,11
3746,1963,7,10
3747,1963,0,19
3748,1963,6,1
3749,1963,6,1
3750,1963,5,18
3751,1963,5,14
3752,1963,4,22
3753,1963,4,20
3754,1963,4,17
3755,1963,4,13
3756,1963,4,12
3757,1963,4,8
3758,1963,3,30
3759,1963,2,27
3760,1963,2,24
3761,1963,2,8
3762,1963,2,6
3763,1963,2,4
3764,1963,1,30
3765,1963,1,28
3766,1963,1,26
3767,1963,1,22
3768,1963,1,14
3769,1963,1,12
3770,1963,1,11
3771,1963,1,6
3772,1963,1,4
3773,1963,0,19
3774,1963,0,19
3775,1963,0,19
3776,1962,12,30
3777,1962,12,9
3778,1962,0,19
3779,1962,11,29
3780,1962,11,25
3781,1962,11,11
3782,1962,11,10
3783,1962,0,19
3784,1962,10,28
3785,1962,10,25
3786,1962,10,15
3787,1962,10,14
3788,1962,10,6
3789,1962,0,19
3790,1962,9,30
3791,1962,9,22
3792,1962,9,13
3793,1962,9,2
3794,1962,8,31
3795,1962,8,30
3796,1962,8,30
3797,1962,8,29
3798,1962,8,26
3799,1962,8,23
3800,1962,8,19
3801,1962,8,12
3802,1962,8,1
3803,1962,0,19
3804,1962,0,19
3805,1962,7,28
3806,1962,7,20
3807,1962,7,19
3808,1962,7,10
3809,1962,7,7
3810,1962,7,3
3811,1962,6,25
3812,1962,6,21
3813,1962,6,17
3814,1962,6,11
3815,1962,6,11
3816,1962,6,11
3817,1962,6,10
3818,1962,6,10
3819,1962,6,7
3820,1962,6,4
3821,1962,6,3
3822,1962,5,29
3823,1962,5,12
3824,1962,0,19
3825,1962,4,20
3826,1962,4,9
3827,1962,4,7
3828,1962,4,5
3829,1962,3,25
3830,1962,3,25
3831,1962,3,24
3832,1962,2,23
3833,1962,2,18
3834,1962,2,15
3835,1962,2,7
3836,1962,2,5
3837,1962,2,4
3838,1962,2,2
3839,1962,0,19
3840,1962,1,27
3841,1962,1,26
3842,1962,1,21
3843,1962,1,18
3844,1962,1,16
3845,1962,1,15
3846,1962,1,14
3847,1962,1,14
3848,1962,1,14
3849,1962,1,11
3850,1962,1,11
3851,1962,1,11
3852,1962,1,10
3853,1962,1,8
3854,1962,1,7
3855,1962,1,7
3856,1962,1,6
3857,1962,1,2
3858,1962,1,1
3859,1962,0,19
3860,1962,0,19
3861,1962,0,19
3862,1961,12,28
3863,1961,12,28
3864,1961,12,28
3865,1961,12,27
3866,1961,12,19
3867,1961,12,18
3868,1961,12,18
3869,1961,12,13
3870,1961,11,14
3871,1961,10,17
3872,1961,10,9
3873,1961,0,19
3874,1961,0,19
3875,1961,9,26
3876,1961,9,24
3877,1961,9,24
3878,1961,9,23
3879,1961,9,7
3880,1961,9,6
3881,1961,9,6
3882,1961,8,20
3883,1961,8,16
3884,1961,8,4
3885,1961,8,2
3886,1961,8,1
3887,1961,7,29
3888,1961,7,16
3889,1961,7,7
3890,1961,0,19
3891,1961,0,19
3892,1961,6,24
3893,1961,6,18
3894,1961,6,6
3895,1961,6,2
3896,1961,6,1
3897,1961,5,21
3898,1961,5,17
3899,1961,5,15
3900,1961,5,7
3901,1961,4,30
3902,1961,4,25
3903,1961,4,21
3904,1961,4,17
3905,1961,4,16
3906,1961,4,16
3907,1961,4,14
3908,1961,4,9
3909,1961,4,8
3910,1961,4,3
3911,1961,0,19
3912,1961,3,30
3913,1961,3,18
3914,1961,3,14
3915,1961,3,12
3916,1961,3,9
3917,1961,3,7
3918,1961,0,19
3919,1961,2,17
3920,1961,2,17
3921,1961,2,16
3922,1961,2,12
3923,1961,2,1
3924,1961,2,1
3925,1961,0,19
3926,1961,1,25
3927,1961,1,22
3928,1961,1,15
3929,1961,1,6
3930,1961,1,6
3931,1961,1,6
3932,1961,1,5
3933,1961,1,3
3934,1961,1,3
3935,1961,1,2
3936,1961,0,19
3937,1961,1,1
3938,1961,0,19
3939,1961,0,19
3940,1961,0,19
3941,1960,12,27
3942,1960,12,27
3943,1960,12,24
3944,1960,12,20
3945,1960,12,1
3946,1960,11,27
3947,1960,11,22
3948,1960,11,11
3949,1960,11,6
3950,1960,0,19
3951,1960,0,19
3952,1960,0,19
3953,1960,10,25
3954,1960,10,24
3955,1960,10,1
3956,1960,0,19
3957,1960,0,19
3958,1960,0,19
3959,1960,0,19
3960,1960,0,19
3961,1960,9,24
3962,1960,9,22
3963,1960,9,18
3964,1960,9,2
3965,1960,9,1
3966,1960,8,30
3967,1960,8,29
3968,1960,8,25
3969,1960,8,24
3970,1960,8,22
3971,1960,8,22
3972,1960,8,21
3973,1960,8,14
3974,1960,8,10
3975,1960,8,4
3976,1960,8,4
3977,1960,0,19
3978,1960,7,27
3979,1960,7,5
3980,1960,7,3
3981,1960,7,2
3982,1960,6,29
3983,1960,6,27
3984,1960,6,27
3985,1960,6,24
3986,1960,6,7
3987,1960,6,5
3988,1960,6,4
3989,1960,5,29
3990,1960,5,24
3991,1960,5,19
3992,1960,5,16
3993,1960,5,1
3994,1960,4,30
3995,1960,4,24
3996,1960,4,22
3997,1960,4,20
3998,1960,4,14
3999,1960,4,12
4000,1960,4,10
4001,1960,4,3
4002,1960,4,3
4003,1960,4,1
4004,1960,0,19
4005,1960,0,19
4006,1960,0,19
4007,1960,3,31
4008,1960,3,28
4009,1960,2,29
4010,1960,2,27
4011,1960,2,27
4012,1960,2,24
4013,1960,2,19
4014,1960,2,10
4015,1960,2,7
4016,1960,2,3
4017,1960,1,30
4018,1960,1,26
4019,1960,1,21
4020,1960,1,16
4021,1960,1,13
4022,1960,1,7
4023,1960,1,1
4024,1960,0,19
4025,1960,0,19
4026,1960,0,19
4027,1960,0,19
4028,1960,0,19
4029,1960,0,19
4030,1960,0,19
4031,1960,0,19
4032,1960,0,19
4033,1960,0,19
4034,1959,12,29
4035,1959,12,28
4036,1959,12,26
4037,1959,12,19
4038,1959,12,19
4039,1959,12,11
4040,1959,12,7
4041,1959,12,3
4042,1959,0,19
4043,1959,11,29
4044,1959,11,28
4045,1959,11,22
4046,1959,11,16
4047,1959,11,15
4048,1959,11,12
4049,1959,11,10
4050,1959,11,9
4051,1959,11,1
4052,1959,10,7
4053,1959,10,5
4054,1959,10,4
4055,1959,10,2
4056,1959,0,19
4057,1959,9,30
4058,1959,9,27
4059,1959,9,26
4060,1959,9,26
4061,1959,9,10
4062,1959,9,10
4063,1959,9,2
4064,1959,0,19
4065,1959,8,31
4066,1959,8,30
4067,1959,8,25
4068,1959,8,20
4069,1959,8,15
4070,1959,8,15
4071,1959,8,14
4072,1959,8,14
4073,1959,8,13
4074,1959,8,12
4075,1959,8,11
4076,1959,8,10
4077,1959,8,5
4078,2176,0,21
4079,1959,7,30
4080,1959,7,28
4081,1959,7,25
4082,1959,7,25
4083,1959,7,23
4084,1959,7,23
4085,1959,7,3
4086,1959,7,2
4087,1959,0,19
4088,1959,0,19
4089,1959,6,26
4090,1959,6,14
4091,1959,6,14
4092,1959,6,13
4093,1959,5,30
4094,1959,5,16
4095,1959,5,7
4096,1959,5,3
4097,1959,0,19
4098,1959,4,27
4099,1959,4,11
4100,1959,4,9
4101,1959,4,9
4102,1959,4,5
4103,1959,3,29
4104,1959,3,8
4105,1959,0,19
4106,1959,2,28
4107,1959,2,27
4108,1959,2,16
4109,1959,2,2
4110,1959,2,1
4111,1959,1,31
4112,1959,1,27
4113,1959,1,25
4114,1959,1,17
4115,1959,1,17
4116,1959,1,15
4117,1959,1,12
4118,1959,1,2
4119,1959,0,19
4120,1959,0,19
4121,1959,0,19
4122,1959,0,19
4123,1959,0,19
4124,1959,0,19
4125,1959,0,19
4126,1959,0,19
4127,1958,12,28
4128,1958,12,27
4129,1958,12,23
4130,1958,12,13
4131,1958,12,12
4132,1958,11,23
4133,1958,11,14
4134,1958,11,7
4135,1958,11,5
4136,1958,10,12
4137,1958,10,5
4138,1958,0,19
4139,1958,0,19
4140,1958,9,13
4141,1958,9,6
4142,1958,9,1
4143,1958,8,31
4144,1958,8,1
4145,1958,7,31
4146,1958,7,27
4147,1958,7,27
4148,1958,7,10
4149,1958,7,8
4150,1958,7,4
4151,1958,7,4
4152,1958,7,2
4153,1958,7,1
4154,1958,0,19
4155,1958,0,19
4156,1958,6,26
4157,1958,6,24
4158,1958,6,17
4159,1958,6,15
4160,1958,6,2
4161,1958,4,30
4162,1958,4,19
4163,1958,4,5
4164,1958,4,3
4165,1958,0,19
4166,1958,2,19
4167,1958,2,1
4168,1958,1,27
4169,1958,1,19
4170,1958,1,9
4171,1958,1,9
4172,1958,0,19
4173,1958,0,19
4174,1958,0,19
4175,1958,0,19
4176,1958,0,19
4177,1958,0,19
4178,1958,0,19
4179,1958,0,19
4180,1958,0,19
4181,1957,12,31
4182,1957,12,30
4183,1957,12,26
4184,1957,12,23
4185,1957,12,20
4186,1957,12,18
4187,1957,11,8
4188,1957,11,4
4189,1957,10,24
4190,1957,10,23
4191,1957,9,2
4192,1957,0,19
4193,1957,7,24
4194,1957,7,15
4195,1957,7,9
4196,1957,6,21
4197,1957,5,11
4198,1957,5,7
4199,1957,0,19
4200,1957,4,28
4201,1957,4,23
4202,1957,4,22
4203,1957,4,13
4204,1957,4,7
4205,1957,4,7
4206,1957,2,24
4207,1957,2,5
4208,1957,2,2
4209,1957,0,19
4210,1957,1,5
4211,1957,0,19
4212,1957,0,19
4213,1957,0,19
4214,1957,0,19
4215,1957,0,19
4216,1957,0,19
4217,1957,0,19
4218,1957,0,19
4219,1957,0,19
4220,1957,0,19
4221,1957,0,19
4222,1956,12,26
4223,1956,12,24
4224,1956,12,15
4225,1956,12,9
4226,1956,10,27
4227,1956,10,20
4228,1956,10,7
4229,1956,0,19
4230,1956,9,23
4231,1956,9,13
4232,1956,0,19
4233,1956,0,19
4234,1956,8,25
4235,1956,8,20
4236,1956,8,15
4237,1956,8,15
4238,1956,8,15
4239,1956,0,19
4240,1956,0,19
4241,1956,0,19
4242,1956,0,19
4243,1956,0,19
4244,1956,0,19
4245,1956,7,28
4246,1956,7,26
4247,1956,7,20
4248,1956,7,17
4249,1956,7,12
4250,1956,6,28
4251,1956,6,22
4252,1956,6,20
4253,1956,5,26
4254,1956,5,7
4255,1956,0,19
4256,1956,3,25
4257,1956,3,11
4258,1956,3,4
4259,1956,0,19
4260,1956,2,26
4261,1956,2,10
4262,1956,1,16
4263,1956,1,16
4264,1956,1,5
4265,1956,0,19
4266,1956,0,19
4267,1956,0,19
4268,1956,0,19
4269,1956,0,19
4270,1956,0,19
4271,1956,0,19
4272,1956,0,19
4273,1955,12,31
4274,1955,12,11
4275,1955,11,16
4276,1955,0,19
4277,1955,10,16
4278,1955,9,23
4279,1955,9,23
4280,1955,9,20
4281,1955,9,4
4282,1955,9,3
4283,1955,8,30
4284,1955,8,30
4285,1955,8,26
4286,1955,8,8
4287,1955,8,4
4288,1955,0,19
4289,1955,0,19
4290,1955,7,25
4291,1955,6,23
4292,1955,7,15
4293,1955,7,7
4294,1955,5,8
4295,1955,0,19
4296,1955,4,13
4297,1955,4,12
4298,1955,0,19
4299,1955,3,9
4300,1955,0,19
4301,1955,0,19
4302,1955,2,10
4303,1955,2,6
4304,1955,2,5
4305,1955,2,4
4306,1955,2,1
4307,1955,0,19
4308,1955,1,17
4309,1955,1,15
4310,1955,0,19
4311,1955,0,19
4312,1955,0,19
4313,1955,0,19
4314,1955,0,19
4315,1955,0,19
4316,1954,12,29
4317,1954,12,11
4318,1954,12,9
4319,1954,12,4
4320,1954,11,20
4321,1954,10,7
4322,1954,10,6
4323,1954,10,2
4324,1954,10,2
4325,1954,9,21
4326,1954,9,15
4327,1954,9,4
4328,1995,0,19
4329,1954,8,12
4330,1954,8,12
4331,1954,7,30
4332,1954,7,28
4333,1954,7,27
4334,1954,7,15
4335,1954,7,4
4336,1954,7,3
4337,1954,7,2
4338,1954,7,1
4339,1954,6,29
4340,1954,6,27
4341,1954,0,19
4342,1954,5,26
4343,1954,0,19
4344,1954,4,8
4345,1954,0,19
4346,1954,2,27
